,filename,axial_samples,lateral_samples,initial_radius,final_radius,initial_angle,final_angle,f0,timestamp_id,datapath,probe,scanner,target,f0_mhz,span_deg,focus_cm,v,harm
8060,verasonics.20170501121416_channelData_part36_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170501121416,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq1/20170501121416_channelData_part41.bin,c52v,verasonics,phantom,4.7,17.25,8.5,7.0,1
8074,verasonics.20170501112437_channelData_part23_0.mat,896,70,288.15763807346474,1184.1576380734648,-0.15053464798451094,0.15053464798451094,2016129.0322580645,20170501112437,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501112323/preset6_acq1/20170501112437_channelData_part41.bin,c52v,verasonics,phantom,2.0,17.25,6.0,15.0,0
8077,verasonics.20171105102845_channelData_part13_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105102845,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq3/20171105102845_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,2.0,0
8079,verasonics.20171105102639_channelData_part13_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105102639,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq1/20171105102639_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,2.0,0
8081,verasonics.20170501121416_channelData_part26_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,4032258.064516129,20170501121416,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq1/20170501121416_channelData_part41.bin,c52v,verasonics,phantom,4.0,17.25,8.5,13.0,1
8082,verasonics.20180206192525_channelData_part14_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206192525,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq11/20180206192525_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,1.6,0
8084,verasonics.20170501121512_channelData_part28_0.mat,768,70,243.85084612357338,1011.8508461235733,-0.15053464798451094,0.15053464798451094,1893939.393939394,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,1.9,17.25,8.5,11.0,0
8088,verasonics.20171105103034_channelData_part2_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105103034,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq5/20171105103034_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,30.0,0
8089,verasonics.20180206192414_channelData_part5_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206192414,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq10/20180206192414_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,40.0,1
8091,verasonics.20180206193633_channelData_part10_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206193633,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq3/20180206193633_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,7.0,0
8103,verasonics.20180206191339_channelData_part6_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206191339,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq2/20180206191339_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,30.0,1
8105,verasonics.20180206194329_channelData_part2_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206194329,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq9/20180206194329_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,70.0,1
8108,verasonics.20171105102738_channelData_part8_1.mat,1472,160,620.8190967125548,2092.8190967125547,-0.4856378643674221,0.4856378643674221,4716981.132075472,20171105102738,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq2/20171105102738_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,7.0,1
8121,verasonics.20180203111815_channelData_part2_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203111815,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq5/20180203111815_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,30.0,1
8134,verasonics.20180206192314_channelData_part6_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206192314,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq9/20180206192314_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,30.0,0
8140,verasonics.20170501121512_channelData_part22_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,3787878.787878788,20170501121512,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq2/20170501121512_channelData_part41.bin,c52v,verasonics,phantom,3.8,17.25,8.5,15.0,1
8153,verasonics.20180206191720_channelData_part7_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206191720,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq5/20180206191720_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,20.0,0
8156,verasonics.20180206193843_channelData_part6_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206193843,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq5/20180206193843_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,30.0,1
8164,verasonics.20180203111815_channelData_part13_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180203111815,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq5/20180203111815_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,2.0,0
8166,verasonics.20180203112950_channelData_part11_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180203112950,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq13/20180203112950_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,4.0,0
8167,verasonics.20180203112107_channelData_part1_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203112107,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq7/20180203112107_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,40.0,1
8168,verasonics.20180203112845_channelData_part11_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203112845,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq12/20180203112845_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,4.0,1
8169,verasonics.20170728083731_channelData_part19_1.mat,1936,70,610.9804243605672,2546.980424360567,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170728083731,/getlab/wjl11/study_quantitative_coherence/data/verasonics/phantom_postbackplane_072817/session_20170728083642/preset1_acq1/20170728083731_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,6.0,31.0,1
8176,verasonics.20180203112950_channelData_part13_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203112950,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq13/20180203112950_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,2.0,1
8177,verasonics.20170501121416_channelData_part22_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,3787878.787878788,20170501121416,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq1/20170501121416_channelData_part41.bin,c52v,verasonics,phantom,3.8,17.25,8.5,15.0,1
8185,verasonics.20180203111315_channelData_part14_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180203111315,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq1/20180203111315_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,1.6,1
8191,verasonics.20170519141211_channelData_part28_0.mat,960,70,305.71714271948736,1265.7171427194874,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170519141211,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_051917/acq051917_phtm/session_20170519140922/preset1_acq1/20170519141211_channelData_part31.bin,c52v,verasonics,phantom,2.4,17.25,6.0,11.0,0
8194,verasonics.20170504104607_channelData_part4_0.mat,768,70,244.618960314586,1012.618960314586,-0.15053464798451094,0.15053464798451094,1893939.393939394,20170504104607,/getlab/wjl11/study_quantitative_coherence/data/verasonics/session_20170504104534/preset9_acq1/20170504104607_channelData_part1.bin,c52v,verasonics,phantom,1.9,17.25,6.0,15.0,0
8202,verasonics.20180206194329_channelData_part14_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206194329,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq9/20180206194329_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,1.6,1
8210,verasonics.20171105102945_channelData_part2_1.mat,1472,160,620.8190967125548,2092.8190967125547,-0.4856378643674221,0.4856378643674221,4716981.132075472,20171105102945,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq4/20171105102945_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,30.0,1
8213,verasonics.20170905104102_channelData_part27_1.mat,1920,70,609.6271153089334,2529.6271153089333,-0.15053464798451094,0.15053464798451094,3623188.405797102,20170905104102,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset2_acq2/20170905104102_channelData_part1.bin,c52v,verasonics,phantom,3.6,17.25,6.0,13.0,1
8216,verasonics.20170504160510_channelData_part1_0.mat,640,200,203.20903843631115,843.2090384363112,-0.4341506514335895,0.4341506514335895,1562500.0,20170504160510,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050417/session_20170504160309/preset9_acq2/20170504160510_channelData_part1.bin,c52v,verasonics,phantom,1.6,49.75,8.5,15.0,0
8223,verasonics.20170817132637_channelData_part16_0.mat,960,100,398.75999075323836,1358.7599907532385,-0.259181393921158,0.259181393921158,2358490.566037736,20170817132637,/getlab/wjl11/study_quantitative_coherence/data/verasonics/pre_fetal_study_081817/fetal_shallow/session_20170817132534/preset1_acq1/20170817132637_channelData_part1.bin,c52v,verasonics,phantom,2.4,29.7,6.0,10.0,0
8224,verasonics.20170905104102_channelData_part23_0.mat,768,70,243.85084612357338,1011.8508461235733,-0.15053464798451094,0.15053464798451094,1811594.202898551,20170905104102,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset2_acq2/20170905104102_channelData_part1.bin,c52v,verasonics,phantom,1.8,17.25,6.0,21.0,0
8225,verasonics.20170905103917_channelData_part17_1.mat,1920,70,609.6271153089334,2529.6271153089333,-0.15053464798451094,0.15053464798451094,3623188.405797102,20170905103917,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset1_acq1/20170905103917_channelData_part1.bin,c52v,verasonics,phantom,3.6,17.25,6.0,25.0,1
8240,verasonics.20170501121416_channelData_part39_0.mat,944,70,304.8135576544667,1248.8135576544666,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170501121416,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq1/20170501121416_channelData_part41.bin,c52v,verasonics,phantom,2.4,17.25,8.5,5.0,0
8262,verasonics.20170904130300_channelData_part24_0.mat,960,70,304.8135576544667,1264.8135576544666,-0.15053464798451094,0.15053464798451094,1984126.9841269841,20170904130300,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset2_acq2/20170904130300_channelData_part1.bin,c52v,verasonics,phantom,2.0,17.25,5.0,19.0,0
8263,verasonics.20180206192129_channelData_part11_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206192129,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq8/20180206192129_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,5.0,1
8275,verasonics.20170504160406_channelData_part2_0.mat,768,200,243.85084612357338,1011.8508461235733,-0.4341506514335895,0.4341506514335895,1666666.666666667,20170504160406,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050417/session_20170504160309/preset9_acq1/20170504160406_channelData_part1.bin,c52v,verasonics,phantom,1.7,49.75,8.5,15.0,0
8278,verasonics.20171105102845_channelData_part10_1.mat,1472,160,620.8190967125548,2092.8190967125547,-0.4856378643674221,0.4856378643674221,4716981.132075472,20171105102845,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq3/20171105102845_channelData_part1.bin,c52v,verasonics,phantom,4.7,55.65,6.0,5.0,1
8290,verasonics.20180206191449_channelData_part2_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206191449,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq3/20180206191449_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,70.0,0
8294,verasonics.20170905103917_channelData_part4_1.mat,1936,70,610.9804243605672,2546.980424360567,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170905103917,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset1_acq1/20170905103917_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,6.0,60.0,1
8306,verasonics.20180206193445_channelData_part12_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206193445,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq1/20180206193445_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,3.0,1
8308,verasonics.20180206194218_channelData_part5_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206194218,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq8/20180206194218_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,40.0,0
8321,verasonics.20180206191339_channelData_part11_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206191339,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq2/20180206191339_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,5.0,0
8322,verasonics.20180206194329_channelData_part3_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206194329,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq9/20180206194329_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,60.0,1
8323,verasonics.20170501121000_channelData_part38_1.mat,1920,70,611.6982212497855,2531.6982212497846,-0.15053464798451094,0.15053464798451094,4032258.064516129,20170501121000,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq1/20170501121000_channelData_part41.bin,c52v,verasonics,phantom,4.0,17.25,6.0,5.0,1
8325,verasonics.20180203112950_channelData_part8_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180203112950,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq13/20180203112950_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,7.0,0
8326,verasonics.20170905103917_channelData_part20_1.mat,1936,70,610.9804243605672,2546.980424360567,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170905103917,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset1_acq1/20170905103917_channelData_part1.bin,c52v,verasonics,phantom,4.7,17.25,6.0,20.0,1
8331,verasonics.20170501121129_channelData_part40_1.mat,1920,70,611.5474007864651,2531.547400786465,-0.15053464798451094,0.15053464798451094,3787878.787878788,20170501121129,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq3/20170501121129_channelData_part41.bin,c52v,verasonics,phantom,3.8,17.25,6.0,3.0,1
8339,verasonics.20170504104607_channelData_part1_0.mat,640,70,203.74230243396968,843.7423024339697,-0.15053464798451094,0.15053464798451094,1562500.0,20170504104607,/getlab/wjl11/study_quantitative_coherence/data/verasonics/session_20170504104534/preset9_acq1/20170504104607_channelData_part1.bin,c52v,verasonics,phantom,1.6,17.25,6.0,15.0,0
8353,verasonics.20170905104102_channelData_part8_1.mat,1920,70,609.6271153089334,2529.6271153089333,-0.15053464798451094,0.15053464798451094,3623188.405797102,20170905104102,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset2_acq2/20170905104102_channelData_part1.bin,c52v,verasonics,phantom,3.6,17.25,6.0,51.0,1
8356,verasonics.20170817132637_channelData_part19_0.mat,960,100,398.75999075323836,1358.7599907532385,-0.259181393921158,0.259181393921158,2358490.566037736,20170817132637,/getlab/wjl11/study_quantitative_coherence/data/verasonics/pre_fetal_study_081817/fetal_shallow/session_20170817132534/preset1_acq1/20170817132637_channelData_part1.bin,c52v,verasonics,phantom,2.4,29.7,6.0,4.0,0
8367,verasonics.20170817132637_channelData_part20_1.mat,1920,100,797.5199815064598,2717.5199815064598,-0.259181393921158,0.259181393921158,4716981.132075472,20170817132637,/getlab/wjl11/study_quantitative_coherence/data/verasonics/pre_fetal_study_081817/fetal_shallow/session_20170817132534/preset1_acq1/20170817132637_channelData_part1.bin,c52v,verasonics,phantom,4.7,29.7,6.0,2.0,1
8369,verasonics.20170501121000_channelData_part15_0.mat,960,70,305.71714271948736,1265.7171427194874,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170501121000,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq1/20170501121000_channelData_part41.bin,c52v,verasonics,phantom,2.4,17.25,6.0,21.0,0
8373,verasonics.20180206191339_channelData_part7_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206191339,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq2/20180206191339_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,20.0,0
8390,verasonics.20170817132637_channelData_part2_0.mat,960,100,398.75999075323836,1358.7599907532385,-0.259181393921158,0.259181393921158,2358490.566037736,20170817132637,/getlab/wjl11/study_quantitative_coherence/data/verasonics/pre_fetal_study_081817/fetal_shallow/session_20170817132534/preset1_acq1/20170817132637_channelData_part1.bin,c52v,verasonics,phantom,2.4,29.7,6.0,60.0,0
8391,verasonics.20170905103917_channelData_part9_0.mat,768,70,243.85084612357338,1011.8508461235733,-0.15053464798451094,0.15053464798451094,1811594.202898551,20170905103917,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset1_acq1/20170905103917_channelData_part1.bin,c52v,verasonics,phantom,1.8,17.25,6.0,45.0,0
8396,verasonics.20170504104716_channelData_part5_1.mat,1920,70,611.6982212497855,2531.6982212497846,-0.15053464798451094,0.15053464798451094,4032258.064516129,20170504104716,/getlab/wjl11/study_quantitative_coherence/data/verasonics/session_20170504104534/preset9_acq3/20170504104716_channelData_part1.bin,c52v,verasonics,phantom,4.0,17.25,6.0,15.0,1
8400,verasonics.20180206192314_channelData_part9_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180206192314,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_pork/liver1_wide_slow_highV/session_20180206191106/preset1_acq9/20180206192314_channelData_part1.bin,c52v,verasonics,cluttered phantom,2.4,55.65,6.0,9.0,0
8404,verasonics.20170904130300_channelData_part30_1.mat,1920,70,609.6271153089334,2529.6271153089333,-0.15053464798451094,0.15053464798451094,3968253.9682539683,20170904130300,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset2_acq2/20170904130300_channelData_part1.bin,c52v,verasonics,phantom,4.0,17.25,5.0,7.0,1
8412,verasonics.20171105102945_channelData_part11_0.mat,736,160,310.4095483562778,1046.4095483562778,-0.4856378643674221,0.4856378643674221,2358490.566037736,20171105102945,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_110517/acq110517_phtm/liver1_wide_slow/session_20171105102523/preset1_acq4/20171105102945_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,4.0,0
8417,verasonics.20170501121416_channelData_part39_1.mat,1904,70,609.6271153089334,2513.6271153089333,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170501121416,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq1/20170501121416_channelData_part41.bin,c52v,verasonics,phantom,4.7,17.25,8.5,5.0,1
8422,verasonics.20170501121416_channelData_part21_0.mat,944,70,304.8135576544667,1248.8135576544666,-0.15053464798451094,0.15053464798451094,2358490.566037736,20170501121416,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501121239/preset7_acq1/20170501121416_channelData_part41.bin,c52v,verasonics,phantom,2.4,17.25,8.5,17.0,0
8438,verasonics.20170905104102_channelData_part12_1.mat,1920,70,609.6271153089334,2529.6271153089333,-0.15053464798451094,0.15053464798451094,3623188.405797102,20170905104102,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090517/acq090517_phtm/liver1&3/session_20170905103635/preset2_acq2/20170905104102_channelData_part1.bin,c52v,verasonics,phantom,3.6,17.25,6.0,43.0,1
8442,verasonics.20170904130300_channelData_part5_1.mat,1920,70,609.6271153089334,2529.6271153089333,-0.15053464798451094,0.15053464798451094,3968253.9682539683,20170904130300,/getlab/wjl11/study_quantitative_coherence/data/verasonics/clinical_liver_090417/acq090417_phtm/liver1&2/session_20170904130014/preset2_acq2/20170904130300_channelData_part1.bin,c52v,verasonics,phantom,4.0,17.25,5.0,57.0,1
8455,verasonics.20180203112319_channelData_part1_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180203112319,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq8/20180203112319_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,40.0,0
8459,verasonics.20180203111647_channelData_part2_0.mat,736,160,310.6903830835358,1046.6903830835358,-0.479529211985442,0.4917465167494023,2358490.566037736,20180203111647,/getlab/wjl11/study_quantitative_coherence/data/verasonics/anechoic_phtm_020318/acq020318_phtm/liver1_wide_slow/session_20180203111217/preset1_acq4/20180203111647_channelData_part1.bin,c52v,verasonics,phantom,2.4,55.65,6.0,30.0,0
8470,verasonics.20180206194456_channelData_part12_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206194456,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq10/20180206194456_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,3.0,1
8476,verasonics.20170501121000_channelData_part36_1.mat,1920,70,611.4342854389747,2531.4342854389747,-0.15053464798451094,0.15053464798451094,4716981.132075472,20170501121000,/getlab/wjl11/study_quantitative_coherence/data/verasonics/acq050117/session_20170501120825/preset6_acq1/20170501121000_channelData_part41.bin,c52v,verasonics,phantom,4.7,17.25,6.0,7.0,1
8478,verasonics.20180206193843_channelData_part2_1.mat,1472,160,621.3807661670733,2093.3807661670735,-0.479529211985442,0.4917465167494023,4716981.132075472,20180206193843,/getlab/wjl11/study_quantitative_coherence/data/verasonics/contrast_phtm_pork_020618/acq020618_phtm/liver1_wide_slow_highV/session_20180206193251/preset1_acq5/20180206193843_channelData_part1.bin,c52v,verasonics,cluttered phantom,4.7,55.65,6.0,70.0,1
